Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145),C2H2(133),C6H10(157),C6H10(176),C6H10(175),C6H10(182),C6H10(185),C6H10(188)
7.991306992531212e-07,0.13866712059087954,0.46346346346346345,0.0,0.0,0.0,0.047131716308207075,0.00040780548171380406,0.0390042742705006,0.0025277932104014644,6.47295280997637e-05,0.009059892664406606,0.00865529647792814,0.005721243674346926,1.407486031230944e-06,0.0,0.4759696421460338,0.0011556988829887272,6.5508652974602566e-06,0.00012599116272539755,4.023204264111397e-06,4.01910851979259e-06,1.1146893535056815e-06,0.0014760662084815136,2.132059046296482e-08,0.0020188009259626137,1.045928599310684e-08,7.47408037117261e-08,0.0017107309956619799,3.0151202745235784e-07,3.4070433115457283e-06,0.0010610942193769967,1.53041312875265e-08,0.0006181360810977367,1.884845684465542e-10,1.5493877987858303e-06,1.152188746279361e-05,3.314026017365711e-10,2.766376056494915e-09,1.8079336078104146e-05,2.5251304826208033e-10,1.803298525610033e-10,1.1705212915697226e-05,1.8254910747384184e-05,4.142254088890277e-09
8.057080929713425e-07,0.13871746005281801,0.46346346346346345,0.0,0.0,0.0,0.046964093581768895,0.0004139762419668108,0.039276118821164725,0.0025533699398343048,6.538683235178929e-05,0.009125346584870938,0.008735771587252696,0.005711098937581355,1.4055647264490849e-06,0.0,0.4760496309840213,0.0011545071927795178,6.527750686487396e-06,0.00012616624990520486,4.009523149819105e-06,3.999030289540221e-06,1.1091256217260396e-06,0.0014773877319694143,2.133992447071177e-08,0.0020223137155329007,1.0477485545247851e-08,7.528077523127183e-08,0.001722664618651074,3.0361530916662794e-07,3.4228407866627686e-06,0.001070689670803957,1.5442614655085624e-08,0.0006239943513428016,1.8981315383662784e-10,1.5611243528356853e-06,1.1724518011722179e-05,3.3724552419741505e-10,2.808235861092869e-09,1.84899679691035e-05,2.582545584977489e-10,1.844383454939724e-10,1.1978955208792492e-05,1.8694524473561746e-05,4.239131808609199e-09
8.122854866895639e-07,0.1387676119862596,0.46346346346346345,0.0,0.0,0.0,0.04679720030148072,0.00042018089457843567,0.039547109362210876,0.0025788241067598726,6.60428010117504e-05,0.009190593493830876,0.00881599030554724,0.005700860140199163,1.4034452347105473e-06,0.0,0.47612931221224886,0.001153313016853078,6.504736725534044e-06,0.00012633853823219054,3.995897474175309e-06,3.979051726868352e-06,1.103589345225123e-06,0.0014786173707484586,2.1357927586315288e-08,0.002025675210509698,1.0494901249199375e-08,7.581903898020554e-08,0.0017344925067340298,3.0569995529937976e-07,3.4385175308938434e-06,0.0010802774252928196,1.5580987440038895e-08,0.0006298494433369821,1.9113620292472608e-10,1.5728258573013837e-06,1.1927820364503342e-05,3.43108161908525e-10,2.8503255772626945e-09,1.8904129405893557e-05,2.6404553302934403e-10,1.8858239648682032e-10,1.2255194147652855e-05,1.913839683084622e-05,4.336893190513469e-09
8.188628804077853e-07,0.13881757727437083,0.46346346346346345,0.0,0.0,0.0,0.04663103301315298,0.0004264191703768046,0.03981724757057136,0.002604155270224149,6.669740943666951e-05,0.009255633433751952,0.008895951880462914,0.0056905326685243555,1.4011337463465526e-06,0.0,0.47620868765892527,0.0011521161937741778,6.4818229251330295e-06,0.0001265080381829664,3.982326835565956e-06,3.959172049935743e-06,1.0980803466773822e-06,0.001479756421283708,2.1374618583360526e-08,0.0020288875116299377,1.0511543988750734e-08,7.635559530886579e-08,0.0017462151743871366,3.0776605652534704e-07,3.4540733514401167e-06,0.001089857007453407,1.571924277413675e-08,0.0006357010446020132,1.9245372996322705e-10,1.5844919813020613e-06,1.2131763125949532e-05,3.489896090543098e-10,2.8926433790562107e-09,1.9321753456435118e-05,2.698850358349981e-10,1.927613356741249e-10,1.2533884899183975e-05,1.9586455788028798e-05,4.435522367963943e-09
8.254402741260067e-07,0.13886735678706574,0.46346346346346345,0.0,0.0,0.0,0.046465588285740864,0.0004326908008103688,0.04008653513179761,0.002629363043141763,6.735063372671729e-05,0.009320466446278675,0.00897565563035591,0.005680121696551524,1.398636374947217e-06,0.0,0.47628775911120064,0.0011509165719901992,6.459008799290991e-06,0.0001266747604079891,3.968810866968121e-06,3.939390507241909e-06,1.0925983890093262e-06,0.0014808061648598232,2.1390016015339307e-08,0.0020319526931505292,1.0527424510504597e-08,7.689044456079246e-08,0.0017578331491404945,3.0981370581979595e-07,3.4695080672283403e-06,0.0010994279498256357,1.5857373903566137e-08,0.0006415488474536574,1.9376574233662855e-10,1.5961223990725794e-06,1.233631524078386e-05,3.5488896945887547e-10,2.9351874447327195e-09,1.974277285682528e-05,2.757721261989305e-10,1.9697448974926446e-10,1.2814982341138141e-05,2.0038628720906694e-05,4.535003371944635e-09
8.320176678442281e-07,0.13891695138165452,0.46346346346346345,0.0,0.0,0.0,0.046300862710790494,0.0004389955179611689,0.040354973740144504,0.0026544470902755473,6.80024507076466e-05,0.00938509257266727,0.009055100941885238,0.0056696321928412724,1.3959591549279126e-06,0.0,0.4763665283166447,0.0011497140094645507,6.436293865406232e-06,0.00012683871571376296,3.955349211658945e-06,3.9197063735572825e-06,1.0871432711852356e-06,0.0014817678676797038,2.1404138217114084e-08,0.0020348728032487484,1.0542553425944304e-08,7.742358707633472e-08,0.0017693469709004026,3.118429983393362e-07,3.484821517236006e-06,0.001108989792846964,1.5995374188483286e-08,0.0006473925490052988,1.950722493908678e-10,1.6077167898745637e-06,1.2541445995905288e-05,3.608053566559971e-10,2.9779559568497336e-09,2.0167120045183983e-05,2.817058591867556e-10,2.0122118230664255e-10,1.3098441086581487e-05,2.0494842454800698e-05,4.635320139722884e-09
8.385950615624494e-07,0.13896636190159237,0.46346346346346345,0.0,0.0,0.0,0.04613685290160442,0.00044533305456560113,0.04062256509864188,0.002679407125125733,6.865283790359998e-05,0.009449511854454059,0.009134287266330542,0.005659068931241793,1.3931080378860709e-06,0.0,0.4764449969855013,0.0011485083730987204,6.413677644151572e-06,0.0001269999150728632,3.941941509633688e-06,3.9001189450724854e-06,1.0817148237715992e-06,0.001482642781151006,2.141700330908992e-08,0.002037649864641208,1.0556941214641563e-08,7.795502319815911e-08,0.0017807571909079574,3.138540312385045e-07,3.50001355546436e-06,0.0011185420848014572,1.6133237102289527e-08,0.0006532318511687439,1.9637326462183748e-10,1.619274838267016e-06,1.274712502614158e-05,3.66737894061505e-10,3.020947102403833e-09,2.0594727214276986e-05,2.876852863835751e-10,2.0550073437317968e-10,1.3384215521898174e-05,2.0955023330699347e-05,4.7364565283010674e-09
8.451724552806708e-07,0.13901558917943455,0.46346346346346345,0.0,0.0,0.0,0.045973555492788656,0.0004517031440269615,0.04088931091909633,0.002704242908187921,6.93017735216855e-05,0.009513724333805972,0.009213214117531902,0.0056484364969087725,1.3900888907612645e-06,0.0,0.47652316679193485,0.001147299538423229,6.391159659405194e-06,0.00012715836962043985,3.9285874211522296e-06,3.880627542387761e-06,1.0763128550382337e-06,0.0014834321420961892,2.1428629200256304e-08,0.002040285874934746,1.0570598226077865e-08,7.848475327412375e-08,0.0017920643711569447,3.1584690356689655e-07,3.515084048559165e-06,0.0011280843817872144,1.62709562311682e-08,0.0006590664606472945,1.9766879817303175e-10,1.630796233818132e-06,1.2953322317039328e-05,3.726857150576359e-10,3.064159072915315e-09,2.1025526341868164e-05,2.937094563196201e-10,2.0981246471483004e-10,1.3672259828616744e-05,2.1419097243338445e-05,4.838396322142049e-09
8.517498489988922e-07,0.13906463403710673,0.46346346346346345,0.0,0.0,0.0,0.04581096713977935,0.00045810552042749054,0.04115521292213826,0.002728954245187626,6.99492364362939e-05,0.009577730053881984,0.009291881069777711,0.005637739292389608,1.3869074940706117e-06,0.0,0.47660103937530984,0.0011460873893055568,6.368739438178023e-06,0.00012731409062967998,3.9152866208959734e-06,3.861231509629585e-06,1.0709371762777973e-06,0.0014841371729018959,2.1439033590367368e-08,0.0020427828069842524,1.0583534681496353e-08,7.901277766027027e-08,0.0018032690838027544,3.178217161650826e-07,3.5300328775312428e-06,0.0011376162476867773,1.6408525273659705e-08,0.0006648960889285522,1.989588598830795e-10,1.6422806707630673e-06,1.3160008204502557e-05,3.7864796298756967e-10,3.1075900645101244e-09,2.1459449221247663e-05,2.9977741489856557e-10,2.1415569014512284e-10,1.3962528005607997e-05,2.1886989679975243e-05,4.941123241026252e-09
8.583272427171136e-07,0.1391134972840608,0.46346346346346345,0.0,0.0,0.0,0.04564908451827553,0.00046453991854361,0.041420272837232916,0.0027535409848749577,7.05952061693485e-05,0.009641529059276392,0.009370287755193574,0.005626981545216979,1.3835695397284355e-06,0.0,0.47667861634176356,0.0011448718175307215,6.3464165105436595e-06,0.0001274670895241231,3.90203878402135e-06,3.841930209927576e-06,1.0655876272143393e-06,0.0014847590817041862,2.144823397264626e-08,0.0020451426093414746,1.0595760676225505e-08,7.953909672448917e-08,0.0018143719104270384,3.1977857153514184e-07,3.5448599405930735e-06,0.0011471372541079744,1.6545938039814355e-08,0.0006707204522723565,2.0024346301951106e-10,1.6537278486876188e-06,1.3367153378383666e-05,3.8462379126393434e-10,3.151238278023426e-09,2.189642749975649e-05,3.0588820593796743e-10,2.1852972591446027e-10,1.4254973897013286e-05,2.2358625769198837e-05,5.044620949937013e-09
8.64904636435335e-07,0.13916217971989858,0.46346346346346345,0.0,0.0,0.0,0.045487904323709485,0.00047100607386060854,0.04168449240267533,0.0027780030169729285,7.123966287177387e-05,0.009705121396424932,0.009448433861304239,0.005616167315016022,1.3800806291685554e-06,0.0,0.4767558992656693,0.0011436527224363271,6.324190409557654e-06,0.00012761737787727164,3.888843597152972e-06,3.822723026144814e-06,1.0602640410447552e-06,0.0014852990626200414,2.1456247637143314e-08,0.00204736720667632,1.0607286181864461e-08,8.006371084985591e-08,0.0018253734413543419,3.217175737200471e-07,3.559565149534272e-06,0.0011566469803341011,1.6683188450480512e-08,0.0006765392716958081,2.0152261926755293e-10,1.6651374723080514e-06,1.3574728884686419e-05,3.9061236343733086e-10,3.1951019190989043e-09,2.2336392714867852e-05,3.1204087167547536e-10,2.2293388607484274e-10,1.454955121847825e-05,2.2833930326888402e-05,5.148873068346211e-09
8.714820301535564e-07,0.13921068213377158,0.46346346346346345,0.0,0.0,0.0,0.04532742327076591,0.00047750372258711205,0.04194787336557904,0.0028023402702572536,7.188258730592191e-05,0.009768507113970827,0.009526319128754781,0.00560530050013252,1.3764462717259632e-06,0.0,0.47683288969099163,0.0011424300105728658,6.3020606711835685e-06,0.00012776496740643764,3.875700761024761e-06,3.8036093607541676e-06,1.0549662454093828e-06,0.0014857582959343356,2.146309167345725e-08,0.0020494585001750772,1.0618121048345736e-08,8.058662043765405e-08,0.0018362742750130776,3.2363882819104e-07,3.574148429611614e-06,0.001166145013264637,1.6820270536454253e-08,0.0006823522729539383,2.0279633907620463e-10,1.6765092512821079e-06,1.3782706127853807e-05,3.966128532670205e-10,3.2391791982869707e-09,2.27792763285839e-05,3.182344532513272e-10,2.2736748382749485e-10,1.4846213582045216e-05,2.331282789987684e-05,5.253863179025024e-09
8.80658859175212e-07,0.13927805373843338,0.46346346346346345,0.0,0.0,0.0,0.04510468092873092,0.00048662141601638076,0.042313946555761164,0.0028360872369317344,7.277700487159058e-05,0.009856598197762374,0.009634549015662628,0.005590058226360318,1.371142784596898e-06,0.0,0.4769398214315534,0.001140717868052601,6.271345235536738e-06,0.00012796639836941965,3.857450692236586e-06,3.7770969972684233e-06,1.0476175283401521e-06,0.0014862663036711865,2.1470718091935987e-08,0.002052157097709312,1.0632102320761697e-08,8.13133404962893e-08,0.0018513160912355425,3.2628992423509985e-07,3.5942912900336945e-06,0.0011793764361115752,1.7011236174174933e-08,0.0006904523854648775,2.0456438346776817e-10,1.6923114689302207e-06,1.4073495473204026e-05,4.050031537880687e-10,3.301029744295075e-09,2.340193755063093e-05,3.2694233680585e-10,2.3360116036779877e-10,1.5263515165801212e-05,2.3986849831671117e-05,5.401548182697762e-09
8.898356881968676e-07,0.13934507851269215,0.46346346346346345,0.0,0.0,0.0,0.04488328437049456,0.0004957991907117954,0.04267839553582755,0.0028695912693325653,7.366835474897305e-05,0.009944287323763328,0.009742270345749792,0.005574730543196,1.3655810982006576e-06,0.0,0.4770461907623223,0.0011389983037120677,6.240815238831358e-06,0.0001281626314737051,3.839301173542095e-06,3.7507640256909777e-06,1.0403183199168182e-06,0.001486622521453259,2.1476145802109552e-08,0.0020546048850242924,1.06447841605138e-08,8.203674454740771e-08,0.001866164737899296,3.2890697448646667e-07,3.6141965751528933e-06,0.001192583231339058,1.720184719495823e-08,0.0006985399315634258,2.0632190633811457e-10,1.7080387045887178e-06,1.436493642085908e-05,4.1341288376343385e-10,3.363287856477369e-09,2.4029959976474035e-05,3.3572539343546314e-10,2.3988893527149546e-10,1.5684658675296205e-05,2.4667512487428982e-05,5.550593027766091e-09
8.990125172185233e-07,0.13941175851307192,0.46346346346346345,0.0,0.0,0.0,0.04466322485177803,0.0005050363375858426,0.04304122513630387,0.0029028525165810224,7.455659029908713e-05,0.010031574652689638,0.009849482887089422,0.005559326597899814,1.3597752502911863e-06,0.0,0.4771520016068569,0.0011372711273802197,6.2104694478085115e-06,0.00012835369982072274,3.821251461899486e-06,3.7246089821324345e-06,1.0330681989547613e-06,0.001486830023733872,2.1479419318236195e-08,0.0020568068045968,1.0656192174279179e-08,8.275683391683854e-08,0.0018808219065859404,3.314902770817702e-07,3.6338642214093996e-06,0.0012057643499416427,1.7392088440020966e-08,0.0007066142120990448,2.0806893801647615e-10,1.7236902189095092e-06,1.46569548283953e-05,4.2183989957745576e-10,3.4259487246826755e-09,2.4663157427943678e-05,3.4458101809455633e-10,2.462289420444478e-10,1.6109517624443956e-05,2.5354609215325642e-05,5.700952949045851e-09
9.081893462401789e-07,0.13947809575898149,0.46346346346346345,0.0,0.0,0.0,0.04444449369392235,0.0005143321505233255,0.04340244022050106,0.00293587124568766,7.544166691805535e-05,0.010118460359002554,0.009956186573162624,0.0055438550309623415,1.3537389111203455e-06,0.0,0.4772572577944919,0.0011355361709612561,6.180306639157482e-06,0.0001285396369610752,3.803300837588248e-06,3.6986304577942055e-06,1.0258667772162118e-06,0.0014868918356547027,2.1480582440133352e-08,0.0020587677163679745,1.0666351541120795e-08,8.347361004381445e-08,0.0018952893096125833,3.34040133812442e-07,3.6532942169757735e-06,0.001218918770611729,1.7581945150499405e-08,0.0007146745453789282,2.0980551287775406e-10,1.7392652909693162e-06,1.4949477927063082e-05,4.3028209682608864e-10,3.4890075589229587e-09,2.5301343994053522e-05,3.5350660934063396e-10,2.526193165628278e-10,1.6537965537577975e-05,2.6047933053451098e-05,5.852583184929204e-09
9.173661752618345e-07,0.13954409224356443,0.46346346346346345,0.0,0.0,0.0,0.04422708228219548,0.0005236859264383244,0.043762045684269224,0.0029686478344308903,7.632354196795974e-05,0.010204944632125144,0.010062381494278537,0.0055283240009777355,1.3474853806602284e-06,0.0,0.4773619630652876,0.0011337932871776947,6.150325599272676e-06,0.0001287204768771497,3.7854485900401765e-06,3.672827092926769e-06,1.0187137283921457e-06,0.0014868109337968516,2.1479678264106383e-08,0.0020604923993203543,1.0675287020655875e-08,8.418707449101763e-08,0.0019095686776978884,3.365568497135325e-07,3.6724866044893874e-06,0.0012320454993832986,1.7771402962324825e-08,0.0007227202670081604,2.1153167407648522e-10,1.7547632184238645e-06,1.524243432070319e-05,4.38737410306938e-10,3.5524595897599695e-09,2.5944334163090195e-05,3.624995711885286e-10,2.5905819841047823e-10,1.6969876046746308e-05,2.6747276902237684e-05,6.005439011823551e-09
9.265430042834902e-07,0.13960974992780745,0.46346346346346345,0.0,0.0,0.0,0.044010982063832776,0.0005330969653433536,0.04412004645554303,0.0030011827628921716,7.720217469479762e-05,0.010291027677770693,0.010168067887452406,0.005512741214197588,1.3410275861478298e-06,0.0,0.47746612107581465,0.0011320423481131,6.1205251239762765e-06,0.00012889625397264774,3.767694038643383e-06,3.6471975737908602e-06,1.0116086940719444e-06,0.0014865902472332533,2.1476749198215385e-08,0.002061985553390154,1.0683022962971989e-08,8.489722895549396e-08,0.0019236617571627716,3.3904073256977874e-07,3.691441475751515e-06,0.0012451435692203213,1.7960447900301026e-08,0.0007307507296719846,2.132474572845667e-10,1.7701833180327421e-06,1.553575398811263e-05,4.4720381411222184e-10,3.6163000687733727e-09,2.659194298373657e-05,3.715573153714769e-10,2.655437325092851e-10,1.7405123009550276e-05,2.7452433732968613e-05,6.1594757858618664e-09
9.357198333051458e-07,0.13967507074912594,0.46346346346346345,0.0,0.0,0.0,0.04379618454664172,0.000542564570401493,0.04447644749397476,0.003033476607351542,7.807752616698519e-05,0.01037670971888823,0.010273246128996102,0.0054971139460049,1.3343780815028808e-06,0.0,0.47756973540334335,0.0011302832441479164,6.090904018299474e-06,0.00012906700305741542,3.7500365420905706e-06,3.621740632132644e-06,1.004551267424139e-06,0.0014862326582561949,2.14718369728435e-08,0.0020632518008823378,1.0689583315958878e-08,8.560407527645241e-08,0.0019375703079455562,3.4149209256568496e-07,3.710158967466681e-06,0.0012582120396428806,1.81490663727225e-08,0.0007387653029481878,2.149528886281517e-10,1.7855249252537467e-06,1.5829368279551424e-05,4.556793215475319e-10,3.680524268914307e-09,2.724398618100398e-05,3.806772629684968e-10,2.7207407029341064e-10,1.7843580594514304e-05,2.816319674002826e-05,6.314648973120567e-09
9.448966623268014e-07,0.13974005661796066,0.46346346346346345,0.0,0.0,0.0,0.04358268129765652,0.0005520880479786483,0.04483125379056348,0.0030655300343024024,7.894955921565598e-05,0.010461990996520077,0.010377916727316062,0.005481449061769211,1.3275490470444274e-06,0.0,0.47767280954989694,0.0011285158829351318,6.061461096265707e-06,0.0001292327593099903,3.7324754547087556e-06,3.596455039194186e-06,9.975411608069749e-07,0.001485741002949788,2.1464982649060554e-08,0.0020642956878775985,1.0694991632581895e-08,8.63076154424216e-08,0.001951296101638851,3.439112419405698e-07,3.72863926885715e-06,0.0012712499963522992,1.833724516596477e-08,0.0007467633731179209,2.1664801520844087e-10,1.8007873934290058e-06,1.6123209914108473e-05,4.641619850751515e-10,3.745127484861799e-09,2.7900280272170222e-05,3.898568460317187e-10,2.7864737088309433e-10,1.8285123366252925e-05,2.887935949213739e-05,6.470914179765222e-09
9.531558084462914e-07,0.13979825907260604,0.46346346346346345,0.0,0.0,0.0,0.043391628049423404,0.0005607063781468864,0.04514922010306238,0.003094173179095128,7.973152234597051e-05,0.010538401708251759,0.010471686750149934,0.005467323869454712,1.321259184612201e-06,0.0,0.47776511726494003,0.0011269181344602977,6.035113840304357e-06,0.00012937770042254268,3.716752384583995e-06,3.5738435213271493e-06,9.912722724218408e-07,0.0014851861940985982,2.1457186673432126e-08,0.002065048765313389,1.0698893282275966e-08,8.693797660000152e-08,0.0019634945302918214,3.4606119567030874e-07,3.745068938043695e-06,0.0012829573332055766,1.850621953217681e-08,0.0007539470321173326,2.1816485243459204e-10,1.8144554313418934e-06,1.6387807256344203e-05,4.718009225669276e-10,3.803590566646291e-09,2.849442857534127e-05,3.9816734718650967e-10,2.845985605031048e-10,1.8685046428596554e-05,2.952835259118246e-05,6.612449994234522e-09
9.614149545657814e-07,0.1398561931006879,0.46346346346346345,0.0,0.0,0.0,0.04320161030656319,0.000569368904856149,0.0454659024234956,0.003122622789207124,8.051074403143218e-05,0.010614488215700787,0.01056504663027617,0.00545317794345133,1.3148418230082275e-06,0.0,0.4778569926711772,0.001125313590010469,6.008909107131182e-06,0.0001295186522358748,3.701106457546251e-06,3.551368981988975e-06,9.85041208960204e-07,0.001484527056846057,2.1447879351211798e-08,0.002065628563479762,1.0701897182497001e-08,8.756566318851941e-08,0.0019755476707408216,3.4818554260363747e-07,3.7613068777039887e-06,0.0012946386034458652,1.8674818239907655e-08,0.0007611164153054945,2.1967339846457396e-10,1.8280584122668948e-06,1.6652488228325026e-05,4.794427458968606e-10,3.862353459287639e-09,2.9091739914658927e-05,4.065222314384979e-10,2.905817383333542e-10,1.9087276646252725e-05,3.0181403188382425e-05,6.754802446478994e-09
9.696741006852715e-07,0.13991386005141246,0.46346346346346345,0.0,0.0,0.0,0.04301262203897958,0.0005780751293241596,0.04578130445324925,0.0031508795128749162,8.128720057896257e-05,0.010690250735532493,0.010657996982243505,0.005439015525486067,1.3083050705413477e-06,0.0,0.47794843818216914,0.0011237022138538668,5.982846050054299e-06,0.0001296556411044745,3.685537250384513e-06,3.529030598117357e-06,9.788477317590488e-07,0.0014837655661232932,2.1437089275066724e-08,0.002066038244230293,1.0704019714618398e-08,8.819067699537706e-08,0.001987456830553825,3.502845131964164e-07,3.7773533196005144e-06,0.0013062931932054608,1.8843032416893555e-08,0.0007682711090182652,2.2117368069466687e-10,1.8415959029242394e-06,1.6917206605650422e-05,4.870861161544467e-10,3.921412779256827e-09,2.969208266349527e-05,4.149196563783208e-10,2.96595583268201e-10,1.949172375923347e-05,3.083836221553298e-05,6.8979395916909035e-09
9.779332468047617e-07,0.13997126124925408,0.46346346346346345,0.0,0.0,0.0,0.042824657251844145,0.0005868245550206285,0.04609542991269453,0.003178944041005055,8.206086927946461e-05,0.010765689498338985,0.010750538487110417,0.005424840646753708,1.3016567955916244e-06,0.0,0.4780394561731968,0.0011220839787854783,5.956923827741916e-06,0.0001297886935641978,3.6700443325289398e-06,3.506827564100207e-06,9.726916681221922e-07,0.001482903668729622,2.1424844630258457e-08,0.002066280923542881,1.0705277022328858e-08,8.881301992289476e-08,0.0019992233195742348,3.5235833830597643e-07,3.793208527732236e-06,0.0013179205045786523,1.9010853421405836e-08,0.0007754107098616512,2.2266573791410267e-10,1.8550674815672975e-06,1.7181917051494462e-05,4.947297198713155e-10,3.980765158302029e-09,3.029532603834686e-05,4.233577913349708e-10,3.026387825206229e-10,1.989829800598844e-05,3.149908127663461e-05,7.041829661418042e-09
9.861923929242518e-07,0.14002839801863723,0.46346346346346345,0.0,0.0,0.0,0.04263770998589626,0.0005956166876544419,0.0464082825413175,0.0032068171085335396,8.283172842045886e-05,0.010840804748504858,0.010842671894048365,0.005410657123307991,1.294904626897566e-06,0.0,0.47813004898037337,0.0011204588663162652,5.93114160428271e-06,0.0001299178363559983,3.654627279853268e-06,3.4847590913063354e-06,9.665728034693565e-07,0.0014819432832365025,2.1411173193222914e-08,0.0020663596711833947,1.070568500990385e-08,8.94326939871292e-08,0.002010848450418668,3.544072492780555e-07,3.808872797486306e-06,0.001329519955676984,1.9178272843064574e-08,0.0007825348247627654,2.241495958584087e-10,1.8684727384297504e-06,1.7446575103929037e-05,5.023722686550787e-10,4.040407243360049e-09,3.0901340069615156e-05,4.3183481696700586e-10,3.087100313283027e-10,2.0306910103665727e-05,3.216341261358259e-05,7.186441056578144e-09
9.944515390437419e-07,0.1400852716583688,0.46346346346346345,0.0,0.0,0.0,0.042451774315935296,0.000604451035242323,0.04671986609682247,0.0032344994872697086,8.359975720891037e-05,0.010915596744948498,0.010934398011534594,0.005396468581540125,1.2880559579429764e-06,0.0,0.4782202189053948,0.0011188268654844808,5.905498548940072e-06,0.00013004309638956144,3.639285696868316e-06,3.462824410052988e-06,9.604908829372982e-07,0.0014808863010065444,2.1396102346361425e-08,0.002066277512601912,1.070525935202297e-08,9.004970132402981e-08,0.002022333536153063,3.564314775373938e-07,3.8243464461417206e-06,0.0013410909800320736,1.934528249421665e-08,0.0007896430706087806,2.2562527520932433e-10,1.8818112753726092e-06,1.7711137175454606e-05,5.100124991983671e-10,4.10033569702285e-09,3.150999574293361e-05,4.4034892724633624e-10,3.1480803438578997e-10,2.071747135207793e-05,3.283120929314321e-05,7.33174238425888e-09
9.999999999999997e-07,0.1401418834672137,0.46346346346346345,0.0,0.0,0.0,0.0423274286020094,0.0006104093751527702,0.04692847590515513,0.0032529897188916085,8.411411647776988e-05,0.010965660317686771,0.010995790963816143,0.005386935683362795,1.2834044493974973e-06,0.0,0.47828055836061667,0.0011177266237898996,5.8883493852591446e-06,0.00013012507873767415,3.629021471000018e-06,3.4481635347052976e-06,9.564257260355381e-07,0.001480122913746993,2.138520548173026e-08,0.002066133454066451,1.0704512993942518e-08,9.046270797170551e-08,0.00202997118461726,3.5777760105113337e-07,3.83463470728408e-06,0.0013488481080739894,1.9457244802334355e-08,0.0007944092630950141,2.2661205798172463e-10,1.8907343899834754e-06,1.7888793605571692e-05,5.151432529681988e-10,4.1407545389673975e-09,3.192030749073508e-05,4.460885998367065e-10,3.189190285408902e-10,2.099433518956133e-05,3.328170525723095e-05,7.429727054190507e-09
1.002710685163232e-06,0.1401418834672137,0.46346346346346345,0.0,0.0,0.0,0.04226684435103996,0.0006133271080992209,0.04703018435524197,0.0032619919869289063,8.43649357817245e-05,0.01099006576100198,0.011025717708604159,0.005382278454458006,1.2811179468287281e-06,0.0,0.4783099682148572,0.0011171879730068647,5.87999383617551e-06,0.00013016450074941532,3.624019199185513e-06,3.4410227696164334e-06,9.544457259318786e-07,0.0014797345859521717,2.1379659074568933e-08,0.0020660374286746936,1.0704015492418373e-08,9.066404418852591e-08,0.0020336798906486595,3.5843125465133785e-07,3.839629816493255e-06,0.0013526330266491454,1.951187441070181e-08,0.00079673507429337,2.270928178270727e-10,1.8950827058546015e-06,1.7975560545154174e-05,5.176491730519105e-10,4.160547197474094e-09,3.2121164978643864e-05,4.488983291706226e-10,3.20931505637131e-10,2.1129893619173156e-05,3.3502325180948e-05,7.477702452575287e-09
1.010969831282722e-06,0.14019823472243226,0.46346346346346345,0.0,0.0,0.0,0.042082914233639815,0.0006222444188831528,0.047339241110329514,0.0032892954506160317,8.512724515529076e-05,0.01106421208480962,0.011116631909231373,0.005368089998032466,1.2740975204400185e-06,0.0,0.4783992991432377,0.0011155421925164543,5.854626645529544e-06,0.00013028207667646152,3.608827376600542e-06,3.419353427781172e-06,9.484371456479273e-07,0.0014784899752916492,2.1361869976183887e-08,0.0020656423569622214,1.0701968650418682e-08,9.127572495766652e-08,0.0020448888271368455,3.6040681207411195e-07,3.854723288718567e-06,0.0013641455595820304,1.967804084573636e-08,0.0008038104724553873,2.2855224994212674e-10,1.90828665481697e-06,1.8239803354904263e-05,5.252810765304863e-10,4.221038438790383e-09,3.2734720720669785e-05,4.5748124401117027e-10,3.270791691773015e-10,2.1544089406992395e-05,3.417661506078803e-05,7.624290294017051e-09
1.0192289774022122e-06,0.14025432669615867,0.46346346346346345,0.0,0.0,0.0,0.04189997813879067,0.0006312024826317493,0.0476470401729273,0.0033164107512417503,8.588666718428789e-05,0.01113803601959973,0.01120714158783622,0.005353906304126662,1.2670013786509082e-06,0.0,0.47848821389525015,0.0011138895339724091,5.82939616149204e-06,0.00013039585154845935,3.5937098490616187e-06,3.3978156580146936e-06,9.424649262295195e-07,0.0014771542801380573,2.1342761271528185e-08,0.002065095192746814,1.069913382630786e-08,9.188474613296495e-08,0.002055961657080232,3.6235838094819835e-07,3.869627261628764e-06,0.0013756280575576588,1.9843774264483503e-08,0.0008108689112509493,2.3000360019832425e-10,1.9214227584669677e-06,1.8503824602116003e-05,5.329070205171288e-10,4.281806131191012e-09,3.3350537006784104e-05,4.660959082999529e-10,3.332497599654716e-10,2.1959971904202905e-05,3.4853934729895936e-05,7.771475184043592e-09
