Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145),C2H2(133)
5.154792800104296e-07,0.13630219493702445,0.46346346346346345,0.0,0.0,0.0,0.05511044657830413,0.00017783169735488425,0.02644489055103272,0.0013283830129374003,3.562543521733379e-05,0.006040208431244723,0.004968753404196963,0.005938294221453754,1.2089721465109544e-06,0.0,0.4721893163453491,0.0012088539518901496,7.651402781467071e-06,0.00011562506325612277,4.673862367087313e-06,4.996013547507121e-06,1.3851568045427504e-06,0.0013099395189701058,1.89060662450348e-08,0.0016877572128469404,8.744168396486669e-09,4.982948508135247e-08,0.001105230833455496,1.947936103260213e-07,2.615123424961415e-06,0.0006487307325545343,9.353345238716348e-09,0.0003679610972460579,1.2600857420048046e-10,1.0147915976451542e-06,6.982322309839271e-06,2.0190247714255064e-10,1.2063322999282787e-09
5.208929544406049e-07,0.1363512867788712,0.46346346346346345,0.0,0.0,0.0,0.05494344582006341,0.000181486589818011,0.026700240905754367,0.0013523215983842739,3.6181559517013916e-05,0.006101720536685708,0.005042044692936449,0.005941656945998328,1.2193737813008968e-06,0.0,0.4722683388387713,0.001207587852595185,7.6283579050910295e-06,0.0001158730521072072,4.659959745464483e-06,4.9745410972249125e-06,1.379217238304954e-06,0.0013155251338926213,1.8987132476178698e-08,0.001698079693360179,8.797648548152269e-09,5.033693802740718e-08,0.0011194191485704838,1.9729427444163422e-07,2.6320685120397084e-06,0.0006564823630630125,9.465195289154082e-09,0.0003726240197190645,1.273111874391216e-10,1.0253476277746373e-06,7.183046848769655e-06,2.0770667540214192e-10,1.2311255201432817e-09
5.263066288707801e-07,0.1364002075337798,0.46346346346346345,0.0,0.0,0.0,0.05477707083154164,0.00018517243967616637,0.026954964342232126,0.0013762619757478139,3.673827316596451e-05,0.006163084255896087,0.0051152749859536195,0.005944527541391367,1.2294784815928185e-06,0.0,0.4723470391778807,0.0012063378635267408,7.605399950351824e-06,0.00011611888247247051,4.646126354943794e-06,4.953202661144024e-06,1.3733144575807305e-06,0.0013209970427512344,1.906655147429189e-08,0.0017082130490716405,8.850148855852406e-09,5.084316684446581e-08,0.001133553270981529,1.9978538727317354e-07,2.6489427191063977e-06,0.0006642484201686632,9.577253893030471e-09,0.00037729680123486,1.2861006166461645e-10,1.0358909420276462e-06,7.385961485595405e-06,2.1357420305457605e-10,1.25612874232854e-09
5.317203033009553e-07,0.1364489586197283,0.46346346346346345,0.0,0.0,0.0,0.05461131827680117,0.00018888908814781067,0.027209061845551014,0.0014002002592149844,3.7295525205173834e-05,0.006224300395951399,0.005188439064228401,0.005946922442713663,1.2392868611135467e-06,0.0,0.4724254213703165,0.0012051031787053143,7.582528443144127e-06,0.00011636255794210367,4.632360806557939e-06,4.93199530351336e-06,1.367447675886921e-06,0.0013263565411260744,1.9144342014985147e-08,0.0017181595581968175,8.901681120892533e-09,5.1348178150620254e-08,0.0011476322714497464,2.0226678502221834e-07,2.6657458764153893e-06,0.0006720285584510026,9.689516075386356e-09,0.00038197925545971085,1.2990501118150386e-10,1.046421265340554e-06,7.5910192205516595e-06,2.1950370104361607e-10,1.2813408893724798e-09
5.371339777311306e-07,0.13649754141728582,0.46346346346346345,0.0,0.0,0.0,0.05444618487887958,0.0001926363763373127,0.027462534387721425,0.0014241326958549642,3.785326590256112e-05,0.0062853697252983065,0.005261531897962031,0.005948857585442906,1.2487997475183052e-06,0.0,0.47250348929846436,0.0012038830190610108,7.559742917542231e-06,0.00011660408181989134,4.618661763286495e-06,4.910916196105851e-06,1.3616161216604862e-06,0.0013316049065274474,1.9220522639600637e-08,0.0017279214639027646,8.952256968106191e-09,5.1851978348709375e-08,0.001161655262554632,2.0473831131925588e-07,2.6824777892955014e-06,0.0006798224289389566,9.80197680391557e-09,0.0003866711920894912,1.311964771875125e-10,1.0569383196995338e-06,7.798172898000288e-06,2.254938058055241e-10,1.3067608834070613e-09
5.425476521613058e-07,0.13654595727079702,0.46346346346346345,0.0,0.0,0.0,0.054281667417701254,0.00019641414523282333,0.02771538292848467,0.0014480556624304078,3.8411446723334304e-05,0.006346292975226381,0.005334548640230717,0.005950348419308781,1.258018172899194e-06,0.0,0.4725812467237134,0.0012026766320108251,7.5370429155209235e-06,0.00011684345716748733,4.605027940800316e-06,4.889962616471071e-06,1.3558190188892886e-06,0.0013367433989891538,1.929511161461983e-08,0.001737500975049193,9.001887840830792e-09,5.235457345828087e-08,0.0011756213972957293,2.07199816864281e-07,2.6991382484384505e-06,0.0006876296795022899,9.914631004260905e-09,0.0003913724171541956,1.3248425787664926e-10,1.0674418246195777e-06,8.007375243920812e-06,2.3154315035351466e-10,1.3323876457570276e-09
5.474199591484635e-07,0.1365893898844556,0.46346346346346345,0.0,0.0,0.0,0.054134125711389966,0.00019984006672490686,0.027942413877944352,0.0014695753428406342,3.891414659543007e-05,0.006400999577876019,0.00540019478660392,0.005951322674167173,1.266064001974176e-06,0.0,0.4726509659410297,0.0012016020582074395,7.516685663954477e-06,0.00011705706034602236,4.592812237737928e-06,4.8712095522657125e-06,1.3506305061521908e-06,0.0013412751285443864,1.9360895718885488e-08,0.0017459683862965875,9.045756988832396e-09,5.2805883404331676e-08,0.001188141637825922,2.094064862554622e-07,2.7140713810908555e-06,0.0006946673516811578,1.0016180978083952e-08,0.00039561129828664195,1.3363986960084943e-10,1.0768831608247212e-06,8.197369827926455e-06,2.3703707871519656e-10,1.3556276266162392e-09
5.522922661356212e-07,0.13663268926511432,0.46346346346346345,0.0,0.0,0.0,0.05398707807855903,0.00020329043261130847,0.028168940838361883,0.001491082055011984,3.941713084652461e-05,0.006455588903335431,0.005465772227863063,0.005951959776803322,1.273873333119477e-06,0.0,0.47272043918312023,0.0012005375393850223,7.496396998341087e-06,0.00011726892748596912,4.580647485759092e-06,4.852554198514449e-06,1.3454688377681496e-06,0.0013457197628300782,1.9425418160364295e-08,0.0017542913833972881,9.088877936212472e-09,5.3256225863250875e-08,0.0012006146070073394,2.1160482422233973e-07,2.728946273176384e-06,0.0007017153138237953,1.0117879766366958e-08,0.00039985739723012514,1.3479258660615112e-10,1.0863130862476383e-06,8.388950917704555e-06,2.4257688285626475e-10,1.3790334279901659e-09
5.571645731227789e-07,0.1366758563218217,0.46346346346346345,0.0,0.0,0.0,0.053840522281981405,0.0002067651267325177,0.028394964487022507,0.0015125734144728399,3.992036646888324e-05,0.00651006141318333,0.005531277786754509,0.005952270034159477,1.2814473069795392e-06,0.0,0.47278966895688623,0.0011994825799721172,7.476176600131185e-06,0.00011747906045882655,4.5685328470809634e-06,4.8339947778912606e-06,1.3403334876541559e-06,0.0013500781861234276,1.9488691770213032e-08,0.0017624715082893755,9.131258673611152e-09,5.37056046816387e-08,0.0012130397660841533,2.1379473582029017e-07,2.7437627388968614e-06,0.0007087733040989558,1.0219723592216804e-08,0.00040411056610358686,1.359424834560946e-10,1.0957313931602472e-06,8.582083943509182e-06,2.481615631496185e-10,1.4026042619031636e-09
5.620368801099365e-07,0.13671889194275924,0.46346346346346345,0.0,0.0,0.0,0.05369445611686693,0.0002102640328565806,0.02862048549508262,0.001534047114010414,4.042382117066221e-05,0.006564417548089884,0.005596708391534436,0.005952263467255362,1.2887871758889272e-06,0.0,0.47285865769978547,0.0011984367004654786,7.456024155303465e-06,0.00011768746105560487,4.556467509096553e-06,4.815529573842167e-06,1.3352240010597403e-06,0.0013543512724009095,1.9550729191728873e-08,0.0017705102822458071,9.17290707764962e-09,5.415402339406393e-08,0.0012254165996063503,2.159761301476769e-07,2.7585205869193216e-06,0.0007158410594646303,1.0321708668352273e-08,0.000408370655312208,1.370890120368494e-10,1.105137873271006e-06,8.776734341846309e-06,2.5379012014930566e-10,1.4263393398719847e-09
5.669091870970942e-07,0.1367617969954686,0.46346346346346345,0.0,0.0,0.0,0.053548877409772905,0.0002137870346812615,0.028845504528000297,0.0015555009218517148,4.0927463360258816e-05,0.006618657728595777,0.005662061072796763,0.005951949818641818,1.2958942988147993e-06,0.0,0.4729274077820481,0.001197399437089709,7.435939354221591e-06,0.00011789413100563335,4.54445068451494e-06,4.797156928944207e-06,1.3301399634279537e-06,0.0013585398856227067,1.9611542966723173e-08,0.0017784092063034614,9.213830928072306e-09,5.460148553058836e-08,0.0012377446147224986,2.1814892038510383e-07,2.7732196147034555e-06,0.0007229183158570913,1.0423831183799322e-08,0.0004126375136974999,1.3823273484982213e-10,1.1145323179889322e-06,8.972867573545346e-06,2.594615551123876e-10,1.4502378729682402e-09
5.712942633855361e-07,0.1368003006084326,0.46346346346346345,0.0,0.0,0.0,0.053418271578050215,0.00021697824196976548,0.02904759301461805,0.0015747905562668227,4.138087607436447e-05,0.006667375082000031,0.005720809487098798,0.005951412813835382,1.3020929167333018e-06,0.0,0.47298908070780804,0.001196472895900312,7.417920616156089e-06,0.0001180786556583987,4.53367639856954e-06,4.780699365530411e-06,1.3255856861462032e-06,0.001362238119326521,1.966523938819058e-08,0.0017853998909388887,9.250049245526376e-09,5.5003386330741964e-08,0.0012487976989036288,2.200970064126252e-07,2.786398278246138e-06,0.0007292957510685508,1.0515855800763058e-08,0.00041648334781414645,1.3925954863417502e-10,1.1229768554861142e-06,9.150626791292512e-06,2.64601682740253e-10,1.471885654454921e-09
5.75679339673978e-07,0.13683869975252533,0.46346346346346345,0.0,0.0,0.0,0.05328805730886858,0.0002201887876409405,0.029249275914065512,0.0015940608057526126,4.18343935428709e-05,0.006715999117076831,0.005779490431577696,0.005950641470262718,1.3081053239386819e-06,0.0,0.4730505638233674,0.0011955526538071379,7.399956202311957e-06,0.0001182617810714676,4.522940266158767e-06,4.764314355099908e-06,1.3210513160588293e-06,0.0013658692380976339,1.97179636172517e-08,0.001792279563607678,9.285692416223233e-09,5.54045172787677e-08,0.0012598105298184683,2.2203799790522748e-07,2.799528978214764e-06,0.0007356804739789097,1.0607985858572297e-08,0.0004203344292795741,1.4028380377979853e-10,1.1314113231758474e-06,9.329534051876437e-06,2.6977500744883895e-10,1.4936646194110736e-09
5.8006441596242e-07,0.13687699502133763,0.46346346346346345,0.0,0.0,0.0,0.05315823307889792,0.0002234185867782484,0.029450553701207072,0.0016133101930949259,4.228799413168335e-05,0.006764530101443555,0.005838101942515498,0.005949642339641023,1.3139327137303292e-06,0.0,0.47311185872516426,0.001194638403946831,7.382045895531582e-06,0.00011844350843284074,4.512241768963705e-06,4.748000807628575e-06,1.3165365915722854e-06,0.0013694338518898317,1.9769724496795023e-08,0.001799049278163643,9.320765900246114e-09,5.580488058591494e-08,0.0012707827925210297,2.239718393676431e-07,2.8126115576096124e-06,0.0007420722906355018,1.070021855966228e-08,0.00042419064519493515,1.4130572231455712e-10,1.1398355689386043e-06,9.509564290907592e-06,2.7498080447035164e-10,1.5155741918061191e-09
5.844494922508619e-07,0.13691518699442196,0.46346346346346345,0.0,0.0,0.0,0.05302879738285779,0.0002266675544284434,0.029651426848154815,0.0016325372861322731,4.2741656629041e-05,0.006812968291312468,0.005896642116043495,0.005948421808675128,1.319576337408151e-06,0.0,0.4731729669706869,0.001193729848837335,7.364189481198051e-06,0.00011862383893353282,4.501580408027774e-06,4.731757668803567e-06,1.3120412081248743e-06,0.0013729325647037272,1.9820530788166578e-08,0.0018057100762213715,9.355275095249674e-09,5.620447838782171e-08,0.0012817141852546517,2.258984776197008e-07,2.82564585718473e-06,0.000748471006835142,1.0792551101746284e-08,0.000428051881975157,1.423253165017947e-10,1.1482494409851788e-06,9.690692500522065e-06,2.802183506713819e-10,1.5376137953529649e-09
5.888345685393038e-07,0.13695327624133324,0.46346346346346345,0.0,0.0,0.0,0.05289974873299171,0.00022993560560391967,0.029851895824481677,0.001651740696810891,4.319536023779026e-05,0.006861313931866692,0.005955109106624036,0.005946986102741934,1.3250375018039188e-06,0.0,0.4732338900795514,0.001192826700179909,7.346386747161707e-06,0.00011880277376500672,4.490955702322855e-06,4.715583918941539e-06,1.3075648524379882e-06,0.0013763659746694155,1.9870391156238636e-08,0.0018122629873772434,9.389225334623942e-09,5.660331268849656e-08,0.0012926044191129578,2.278178617196363e-07,2.8386317171235723e-06,0.0007548764282062802,1.0884980682115389e-08,0.0004319180254180854,1.4334229563511228e-10,1.1566527878130267e-06,9.872893736847372e-06,2.854869247689882e-10,1.5597828535226939e-09
5.932196448277457e-07,0.13699126331917294,0.46346346346346345,0.0,0.0,0.0,0.05277108565848607,0.00023322265528609795,0.03005196109745491,0.0016709190800808726,4.364908456641564e-05,0.006909567257683687,0.006013501125361938,0.00594534129006167,1.33031756639693e-06,0.0,0.4732946295347071,0.0011919286786117695,7.3286374836596525e-06,0.00011898031411882342,4.4803671823712165e-06,4.699478570105143e-06,1.3031072870159593e-06,0.0013797346740916656,1.991931418170908e-08,0.001818709029461353,9.422621890800997e-09,5.700138540628415e-08,0.0013034532176574463,2.297299429500959e-07,2.851568975855689e-06,0.0007612883602906498,1.0977504496479698e-08,0.0004357889607811351,1.4435679841863953e-10,1.1650454582777809e-06,1.0056143129526462e-05,2.9078580760612037e-10,1.5820807895903998e-09
5.976047211161876e-07,0.13702914877500852,0.46346346346346345,0.0,0.0,0.0,0.05264280670507045,0.00023652861842759988,0.030251623132192644,0.0016900711331479402,4.410280962301791e-05,0.00695772849302448,0.006071816438846796,0.0059434932846582685,1.3354179414025138e-06,0.0,0.47335518678326255,0.0011910355135447141,7.310941483261842e-06,0.00011915646119552057,4.469814393742761e-06,4.683440666784057e-06,1.2986682670241385e-06,0.001383039249607403,1.996730837756934e-08,0.0018250492087099155,9.455469978854273e-09,5.739869842828836e-08,0.0013142603166582556,2.3163467476355915e-07,2.864457469124087e-06,0.0007677066086145952,1.1070119737329168e-08,0.0004396645728328952,1.4536909068065204e-10,1.1734273016043793e-06,1.024041588721126e-05,2.961142823101975e-10,1.6045070266383286e-09
6.019897974046295e-07,0.13706693314417864,0.46346346346346345,0.0,0.0,0.0,0.052514910434321785,0.00023985340995643,0.03045088239193026,0.0017091955941285156,4.455651580453178e-05,0.007005797852337101,0.006130053367127485,0.00594144785152061,1.340340084337345e-06,0.0,0.4734155632379328,0.001190146942854634,7.293298540780389e-06,0.00011933121621806494,4.459296900227553e-06,4.667469285179807e-06,1.2942475012054856e-06,0.0013862802823632495,2.001438216101084e-08,0.0018312845200707131,9.487774752541366e-09,5.779525350236006e-08,0.0013250254636371214,2.3353201263421366e-07,2.87729703350237e-06,0.0007741309787996065,1.1162823601534703e-08,0.00044354474594318486,1.4637881577852172e-10,1.181798167619592e-06,1.0425687308036594e-05,3.01471634596211e-10,1.6270609875630041e-09
6.063748736930714e-07,0.13710461695210455,0.46346346346346345,0.0,0.0,0.0,0.05238739542323749,0.00024319694477924021,0.030649739338192428,0.0017282912411842345,4.5010183889869604e-05,0.007053775540571108,0.006188210282455971,0.005939210609766148,1.345085497830347e-06,0.0,0.47347576027793875,0.0011892627126847584,7.27570845320856e-06,0.00011950458042596371,4.448814277618556e-06,4.651563530756013e-06,1.2898447488896974e-06,0.0013894583480144884,2.0060543872880664e-08,0.001837415947395735,9.519541308701109e-09,5.819105231067644e-08,0.001335748417581842,2.354219140825648e-07,2.890087505073855e-06,0.0007805612766165747,1.1255613287250272e-08,0.0004474293641378015,1.4738599031903353e-10,1.190157906733753e-06,1.061193278622669e-05,3.06857152957742e-10,1.649742095128019e-09
6.107599499815133e-07,0.13714220071487598,0.46346346346346345,0.0,0.0,0.0,0.05226026026392257,0.00024655913778334765,0.030848194430922057,0.0017473568919208027,4.5463795035126236e-05,0.007101661753405313,0.006246285608373831,0.005936787034952826,1.3496557281421784e-06,0.0,0.47353577924965623,0.0011883825773229418,7.258171019674935e-06,0.00011967655507157635,4.438366113448064e-06,4.635722538157769e-06,1.2854598087510642e-06,0.0013925740167998434,2.0105801785355645e-08,0.0018434444635786907,9.550774689193509e-09,5.8586096495770876e-08,0.0013464289487433877,2.3730433864366484e-07,2.902828718198273e-06,0.0007869973080359365,1.134848599337869e-08,0.00045131831113777226,1.483909938217579e-10,1.1985063697847588e-06,1.0799127815685198e-05,3.122701287706764e-10,1.6725497719766364e-09
6.151450262699552e-07,0.13717968493744156,0.46346346346346345,0.0,0.0,0.0,0.052133503563050514,0.00024993990384076115,0.031046248128676714,0.001766391402277043,4.59173307647807e-05,0.007149456677644112,0.006304277818118359,0.005934182463299255,1.354052362385089e-06,0.0,0.47359562146775624,0.0011875062989326617,7.240686041376553e-06,0.00011984714144218687,4.427952011299352e-06,4.619945470928873e-06,1.2810924277165842e-06,0.0013956278537301562,2.0150164084187837e-08,0.0018493710308001294,9.581479878580149e-09,5.898038758905674e-08,0.0013570668382733872,2.391792477270626e-07,2.9155205082255993e-06,0.0007934388793146733,1.144143892492038e-08,0.00045521147042828814,1.493935637427331e-10,1.2068434083860488e-06,1.0987247998527103e-05,3.177098565399463e-10,1.6954834406282702e-09
6.195301025583971e-07,0.1372170701161729,0.46346346346346345,0.0,0.0,0.0,0.0520071239414246,0.00025333915781128986,0.031243900888803498,0.0017853936656443315,4.6370772964759194e-05,0.00719716049153794,0.006362185433332716,0.0059314020949533626,1.3582770263641628e-06,0.0,0.47365528821612546,0.0011866336473584063,7.223253321517625e-06,0.00012001634085472515,4.4175715883753395e-06,4.604231519979317e-06,1.2767423564211654e-06,0.0013986204186280079,2.0193638873998435e-08,0.0018551966007247748,9.611661805894387e-09,5.937392703050876e-08,0.0013676618779351673,2.410466046048504e-07,2.928162711630859e-06,0.0007998857970564355,1.1534469292851219e-08,0.00045910872531354827,1.5039337688637176e-10,1.2151688749023573e-06,1.1176269050781225e-05,3.2317563406450723e-10,1.7185425235182136e-09
6.23915178846839e-07,0.13725435673736242,0.46346346346346345,0.0,0.0,0.0,0.05188112003351032,0.0002567568145467352,0.03144115316762097,0.0018043626118708284,4.682410387459965e-05,0.007244773365131766,0.00642000702266861,0.005928450997609036,1.362331382128916e-06,0.0,0.47371478074886264,0.00118576439989479,7.20587266524386e-06,0.00012018415465436994,4.407224470856727e-06,4.588579901563993e-06,1.2724094202057923e-06,0.0014015522661564082,2.0236234200381835e-08,0.001860922114718733,9.641325349605735e-09,5.976671625064679e-08,0.0013782138697858615,2.429063744243887e-07,2.9407551645386514e-06,0.0008063378682707542,1.162757431069124e-08,0.0004630099589756246,1.513909210091788e-10,1.2234826224603034e-06,1.1366166809544563e-05,3.286667626441336e-10,1.7417264430523748e-09
6.28300255135281e-07,0.13729154527894238,0.46346346346346345,0.0,0.0,0.0,0.05175549048710336,0.00026019278889360476,0.03163800542054558,0.0018232972065679177,4.7277306082028173e-05,0.007292295460510212,0.006477741200797586,0.005925334109170942,1.3662171263053313e-06,0.0,0.4737741002909837,0.0011848983411325978,7.188543879596685e-06,0.00012035058422310869,4.39691029781532e-06,4.572989858330698e-06,1.268093417652282e-06,0.0014044239459760335,2.02779580334388e-08,0.0018665485040019257,9.67047533520115e-09,6.015875660437143e-08,0.0013887226259546314,2.4475852407875074e-07,2.9532977031771904e-06,0.0008127949004312833,1.1720751199141742e-08,0.00046691505451517784,1.5238623315947232e-10,1.231784504909799e-06,1.1556917237167901e-05,3.341825472003913e-10,1.7650346215862054e-09
6.326853314237229e-07,0.1373286362092304,0.46346346346346345,0.0,0.0,0.0,0.05163023396276751,0.0002636469956980405,0.03183445810230214,0.0018421964498948,4.773036251347958e-05,0.007339726932214116,0.00653538662672141,0.005922056242226281,1.369935987174118e-06,0.0,0.47383324803962423,0.0011840352626745067,7.171266773440464e-06,0.00012051563098634689,4.386628722332379e-06,4.557460657724169e-06,1.2637941143600238e-06,0.0014072360028620607,2.0318818256921626e-08,0.0018720766899113714,9.69911653421465e-09,6.055004932835397e-08,0.00139918796826045,2.466030221301311e-07,2.965790166456215e-06,0.0008192567015552912,1.1813997189645719e-08,0.00047082389502052003,1.5337889652435863e-10,1.2400743770491462e-06,1.1748496429041771e-05,3.3972229650195364e-10,1.7884664814594272e-09
6.370704077121648e-07,0.1373656299884076,0.46346346346346345,0.0,0.0,0.0,0.051505349133504734,0.0002671193498094059,0.032030511667051564,0.001861059375805667,4.818325642827048e-05,0.007387067927490538,0.006592942002759906,0.005918622086700185,1.3734897228823462e-06,0.0,0.4738922251647579,0.001183174962963843,7.154041157414718e-06,0.00012067929640673167,4.376379406757486e-06,4.54199159032036e-06,1.2595113243978543e-06,0.0014099889766960416,2.035882269576478e-08,0.0018775075840605309,9.727253669969171e-09,6.094059564395824e-08,0.0014096097279814325,2.484398388508613e-07,2.9782323939895676e-06,0.000825723080240556,1.1907309519467634e-08,0.00047473636360761647,1.5436905435587253e-10,1.2483520945825017e-06,1.1940880618243954e-05,3.452853232988614e-10,1.8120214450506903e-09
6.414554840006067e-07,0.13740252706897932,0.46346346346346345,0.0,0.0,0.0,0.05138083468450667,0.0002706097660825217,0.03222616656849076,0.0018798850515203578,4.863597141446404e-05,0.007434318586477215,0.0066504060738003246,0.005915036211835065,1.3768801202214068e-06,0.0,0.47395103280972695,0.0011823172471772424,7.136866843896673e-06,0.0001208415819799951,4.366162023025381e-06,4.526581970134417e-06,1.2552448899746155e-06,0.0014126834025348812,2.039797911331324e-08,0.0018828420884549162,9.754891417546548e-09,6.133039674509903e-08,0.0014199877456885265,2.5026894617118776e-07,2.9906242252241536e-06,0.0008321938457036097,1.2000685433024263e-08,0.00047865234344937754,1.5535707767165337e-10,1.2566175139327902e-06,1.2134046177897387e-05,3.5087094439067247e-10,1.8356989347822136e-09
6.458405602890486e-07,0.13743932789431446,0.46346346346346345,0.0,0.0,0.0,0.05125668931273013,0.00027411815938208143,0.032421423259999645,0.001898672576544857,4.90884913812632e-05,0.0074814790425229115,0.00670777762598862,0.005911303069790208,1.3801089923210873e-06,0.0,0.47400967209216943,0.001181461926985969,7.119743646949127e-06,0.00012100248925317926,4.3559762558373245e-06,4.511231133975586e-06,1.2509946056823382e-06,0.0014153198107615301,2.0436295186054876e-08,0.0018880810956980623,9.782034399964915e-09,6.171945370069705e-08,0.0014303218709473637,2.5209031754712374e-07,3.0029655024886786e-06,0.0008386688078426641,1.209412218821614e-08,0.0004825717178270199,1.5634258233093646e-10,1.2648704925675579e-06,1.2327969627355274e-05,3.564784808054454e-10,1.8594983731204204e-09
6.502256365774905e-07,0.13747603290072527,0.46346346346346345,0.0,0.0,0.0,0.051132911726547804,0.0002776444445860146,0.032616282194775886,0.0019174210818924823,4.954080055298024e-05,0.007528549422448695,0.0067650554856611205,0.005907426998437605,1.3831781768554008e-06,0.0,0.4740681441047741,0.0011806088203856423,7.102671382271479e-06,0.00012116201981769188,4.345821800343771e-06,4.495938440019823e-06,1.2467602751976296e-06,0.0014178987271050373,2.0473778523478118e-08,0.001893225489158137,9.80868719247968e-09,6.210776752804773e-08,0.001440611962079174,2.539039279874804e-07,3.0152560704764715e-06,0.0008451477772799172,1.2187617053149374e-08,0.000486494370171217,1.5732533636228462e-10,1.2731108889624198e-06,1.2522627636176648e-05,3.621072579146567e-10,1.8834191826264545e-09
6.546107128659324e-07,0.1375126425162574,0.46346346346346345,0.0,0.0,0.0,0.051009500645380096,0.00028118853658993295,0.03281074382597057,0.0019361297292076452,4.99928834622399e-05,0.0075755298468302345,0.006822238518191837,0.005903412224455936,1.386089534015645e-06,0.0,0.47412644991609326,0.0011797577514948262,7.085649867147623e-06,0.00012132017530807436,4.3356983587416206e-06,4.480703266484579e-06,1.2425417652606623e-06,0.0014204206726645264,2.0510436690239446e-08,0.0018982761431501297,9.834854327436079e-09,6.249533927478538e-08,0.0014508578858982975,2.5570975406396513e-07,3.0274957744272696e-06,0.000851630565403037,1.2281167302454451e-08,0.0004904201841058185,1.5830592753018532e-10,1.281338562594202e-06,1.2717997029284148e-05,3.677566055822071e-10,1.907460786005899e-09
6.589957891543743e-07,0.1375491571621059,0.46346346346346345,0.0,0.0,0.0,0.05088645479943264,0.0002847503503099766,0.033004808606783995,0.0019547977101571387,5.044472494527723e-05,0.007622420430196463,0.0068793256271743024,0.005899262865612303,1.3888449451360378e-06,0.0,0.47418459057111756,0.0011789085504220213,7.068678920408877e-06,0.0001214769574086564,4.3256056436717725e-06,4.465525012601475e-06,1.2383389115664665e-06,0.001422886164046498,2.054627717008984e-08,0.0019032339230635362,9.860540288195738e-09,6.288216988185696e-08,0.001461059517528999,2.5750777375657497e-07,3.0396844611838224e-06,0.0008581169844092382,1.2374770225469463e-08,0.000494349043478045,1.5928419836919387e-10,1.2895533738818778e-06,1.291405478982426e-05,3.734258582472651e-10,1.931622606080798e-09
6.62942357813972e-07,0.13758193948600628,0.46346346346346345,0.0,0.0,0.0,0.05077602477306575,0.000287971064423852,0.03317912797716817,0.001971563478573868,5.0851163566211456e-05,0.007664545231196889,0.0069306211341912775,0.005895416691028064,1.3911930514317564e-06,0.0,0.4742367767974435,0.0011781457306678654,7.053448155781808e-06,0.00012161688848583374,4.316548242574493e-06,4.451912769385519e-06,1.2345695739890813e-06,0.0014250572613854382,2.0577840604841544e-08,0.001907617225866122,9.883249916503896e-09,6.322968446254563e-08,0.0014702030194244295,2.5911929994464985e-07,3.050610536180163e-06,0.0008639577113947443,1.245905566342815e-08,0.0004978875249804141,1.6016236980910773e-10,1.2969355922959251e-06,1.30910764366577e-05,3.785446581387452e-10,1.9534705525190582e-09
6.668889264735697e-07,0.1376146455159637,0.46346346346346345,0.0,0.0,0.0,0.05066588865578481,0.000291206002243093,0.03335312659674049,0.001988295127007804,5.12573839467897e-05,0.007706597424703783,0.006981837336890698,0.005891467608291354,1.3934177773759173e-06,0.0,0.47428883080570927,0.0011773841750289753,7.038258076009919e-06,0.00012175570982385265,4.307515309186877e-06,4.438345748262023e-06,1.2308126597330333e-06,0.0014271834161055541,2.060875308440801e-08,0.0019119266132756913,9.905576593238593e-09,6.357660004999819e-08,0.001479310470069447,2.607244721803847e-07,3.0614950586798175e-06,0.0008698010923020265,1.2543379623872168e-08,0.0005014282951568901,1.6103854410853169e-10,1.3043071799174593e-06,1.3268620603637845e-05,3.836785673480121e-10,1.975414986610985e-09
6.708354951331675e-07,0.13764727554478914,0.46346346346346345,0.0,0.0,0.0,0.05055604554296786,0.00029445510180055225,0.033526804796474394,0.0020049921252812872,5.166337563810637e-05,0.007748577082679112,0.007032973511110756,0.005887418404599472,1.3955205310372763e-06,0.0,0.474340753311762,0.0011766237713651657,7.02310855205287e-06,0.00012189342274802397,4.2985066514504006e-06,4.424823550083709e-06,1.2270680848290264e-06,0.0014292649956614341,2.0639019942425497e-08,0.0019161626982925777,9.927523496141343e-09,6.392291727494566e-08,0.0014883817947260796,2.6232327731568676e-07,3.072337920919582e-06,0.0008756469920650151,1.2627740154986931e-08,0.000504971269950289,1.619130076396343e-10,1.3116680371332523e-06,1.3446670856196237e-05,3.888271106491089e-10,1.99745548800597e-09
